Veiculo ID: 51 | Cor: Azul | Tipo: SEDAN | Estacao: 0 | Funcionario: 0 | Pos_Esteira_Fabrica: 10 | Loja: 2 | Pos_Esteira_Loja: 0
Veiculo ID: 71 | Cor: Verde | Tipo: SUV | Estacao: 1 | Funcionario: 2 | Pos_Esteira_Fabrica: 30 | Loja: 2 | Pos_Esteira_Loja: 20
Veiculo ID: 72 | Cor: Azul | Tipo: SUV | Estacao: 0 | Funcionario: 3 | Pos_Esteira_Fabrica: 31 | Loja: 2 | Pos_Esteira_Loja: 21
Veiculo ID: 73 | Cor: Vermelho | Tipo: SEDAN | Estacao: 0 | Funcionario: 0 | Pos_Esteira_Fabrica: 32 | Loja: 2 | Pos_Esteira_Loja: 22
Veiculo ID: 74 | Cor: Verde | Tipo: SUV | Estacao: 1 | Funcionario: 2 | Pos_Esteira_Fabrica: 33 | Loja: 2 | Pos_Esteira_Loja: 23
Veiculo ID: 75 | Cor: Azul | Tipo: SUV | Estacao: 0 | Funcionario: 3 | Pos_Esteira_Fabrica: 34 | Loja: 2 | Pos_Esteira_Loja: 24
Veiculo ID: 76 | Cor: Vermelho | Tipo: SUV | Estacao: 0 | Funcionario: 0 | Pos_Esteira_Fabrica: 35 | Loja: 2 | Pos_Esteira_Loja: 25
Veiculo ID: 77 | Cor: Verde | Tipo: SUV | Estacao: 1 | Funcionario: 2 | Pos_Esteira_Fabrica: 36 | Loja: 2 | Pos_Esteira_Loja: 26
Veiculo ID: 78 | Cor: Azul | Tipo: SUV | Estacao: 0 | Funcionario: 3 | Pos_Esteira_Fabrica: 37 | Loja: 2 | Pos_Esteira_Loja: 27
Veiculo ID: 79 | Cor: Vermelho | Tipo: SEDAN | Estacao: 0 | Funcionario: 0 | Pos_Esteira_Fabrica: 38 | Loja: 2 | Pos_Esteira_Loja: 28
Veiculo ID: 80 | Cor: Verde | Tipo: SUV | Estacao: 1 | Funcionario: 2 | Pos_Esteira_Fabrica: 39 | Loja: 2 | Pos_Esteira_Loja: 29
Veiculo ID: 81 | Cor: Azul | Tipo: SUV | Estacao: 0 | Funcionario: 3 | Pos_Esteira_Fabrica: 0 | Loja: 2 | Pos_Esteira_Loja: 30
Veiculo ID: 82 | Cor: Vermelho | Tipo: SEDAN | Estacao: 0 | Funcionario: 0 | Pos_Esteira_Fabrica: 1 | Loja: 2 | Pos_Esteira_Loja: 31
Veiculo ID: 83 | Cor: Verde | Tipo: SUV | Estacao: 1 | Funcionario: 2 | Pos_Esteira_Fabrica: 2 | Loja: 2 | Pos_Esteira_Loja: 32
Veiculo ID: 84 | Cor: Azul | Tipo: SEDAN | Estacao: 0 | Funcionario: 3 | Pos_Esteira_Fabrica: 3 | Loja: 2 | Pos_Esteira_Loja: 33
Veiculo ID: 85 | Cor: Vermelho | Tipo: SUV | Estacao: 0 | Funcionario: 0 | Pos_Esteira_Fabrica: 4 | Loja: 2 | Pos_Esteira_Loja: 34
Veiculo ID: 86 | Cor: Verde | Tipo: SEDAN | Estacao: 1 | Funcionario: 2 | Pos_Esteira_Fabrica: 5 | Loja: 2 | Pos_Esteira_Loja: 35
Veiculo ID: 87 | Cor: Azul | Tipo: SUV | Estacao: 0 | Funcionario: 3 | Pos_Esteira_Fabrica: 6 | Loja: 2 | Pos_Esteira_Loja: 36
Veiculo ID: 88 | Cor: Vermelho | Tipo: SEDAN | Estacao: 0 | Funcionario: 0 | Pos_Esteira_Fabrica: 7 | Loja: 2 | Pos_Esteira_Loja: 37
Veiculo ID: 89 | Cor: Verde | Tipo: SUV | Estacao: 1 | Funcionario: 2 | Pos_Esteira_Fabrica: 8 | Loja: 2 | Pos_Esteira_Loja: 38
Veiculo ID: 90 | Cor: Azul | Tipo: SUV | Estacao: 0 | Funcionario: 3 | Pos_Esteira_Fabrica: 9 | Loja: 2 | Pos_Esteira_Loja: 39
Veiculo ID: 91 | Cor: Vermelho | Tipo: SUV | Estacao: 0 | Funcionario: 0 | Pos_Esteira_Fabrica: 10 | Loja: 2 | Pos_Esteira_Loja: 40
Veiculo ID: 92 | Cor: Verde | Tipo: SUV | Estacao: 1 | Funcionario: 2 | Pos_Esteira_Fabrica: 11 | Loja: 2 | Pos_Esteira_Loja: 41
Veiculo ID: 93 | Cor: Azul | Tipo: SEDAN | Estacao: 0 | Funcionario: 3 | Pos_Esteira_Fabrica: 12 | Loja: 2 | Pos_Esteira_Loja: 42
Veiculo ID: 94 | Cor: Vermelho | Tipo: SUV | Estacao: 0 | Funcionario: 0 | Pos_Esteira_Fabrica: 13 | Loja: 2 | Pos_Esteira_Loja: 43
Veiculo ID: 95 | Cor: Verde | Tipo: SEDAN | Estacao: 1 | Funcionario: 2 | Pos_Esteira_Fabrica: 14 | Loja: 2 | Pos_Esteira_Loja: 44
Veiculo ID: 96 | Cor: Azul | Tipo: SUV | Estacao: 0 | Funcionario: 3 | Pos_Esteira_Fabrica: 15 | Loja: 2 | Pos_Esteira_Loja: 45
Veiculo ID: 97 | Cor: Vermelho | Tipo: SUV | Estacao: 0 | Funcionario: 0 | Pos_Esteira_Fabrica: 16 | Loja: 2 | Pos_Esteira_Loja: 46
Veiculo ID: 98 | Cor: Verde | Tipo: SUV | Estacao: 1 | Funcionario: 2 | Pos_Esteira_Fabrica: 17 | Loja: 2 | Pos_Esteira_Loja: 47
Veiculo ID: 99 | Cor: Azul | Tipo: SUV | Estacao: 0 | Funcionario: 3 | Pos_Esteira_Fabrica: 18 | Loja: 2 | Pos_Esteira_Loja: 48
Veiculo ID: 100 | Cor: Vermelho | Tipo: SEDAN | Estacao: 0 | Funcionario: 0 | Pos_Esteira_Fabrica: 19 | Loja: 2 | Pos_Esteira_Loja: 49
Veiculo ID: 153 | Cor: Azul | Tipo: SUV | Estacao: 0 | Funcionario: 3 | Pos_Esteira_Fabrica: 32 | Loja: 2 | Pos_Esteira_Loja: 0
Veiculo ID: 155 | Cor: Verde | Tipo: SEDAN | Estacao: 1 | Funcionario: 2 | Pos_Esteira_Fabrica: 34 | Loja: 2 | Pos_Esteira_Loja: 1
Veiculo ID: 160 | Cor: Vermelho | Tipo: SEDAN | Estacao: 0 | Funcionario: 0 | Pos_Esteira_Fabrica: 39 | Loja: 2 | Pos_Esteira_Loja: 2
Veiculo ID: 170 | Cor: Verde | Tipo: SEDAN | Estacao: 1 | Funcionario: 2 | Pos_Esteira_Fabrica: 8 | Loja: 2 | Pos_Esteira_Loja: 3
Veiculo ID: 173 | Cor: Verde | Tipo: SEDAN | Estacao: 0 | Funcionario: 0 | Pos_Esteira_Fabrica: 12 | Loja: 2 | Pos_Esteira_Loja: 4
Veiculo ID: 175 | Cor: Vermelho | Tipo: SUV | Estacao: 1 | Funcionario: 2 | Pos_Esteira_Fabrica: 14 | Loja: 2 | Pos_Esteira_Loja: 5
Veiculo ID: 180 | Cor: Azul | Tipo: SUV | Estacao: 0 | Funcionario: 3 | Pos_Esteira_Fabrica: 19 | Loja: 2 | Pos_Esteira_Loja: 6
Veiculo ID: 186 | Cor: Azul | Tipo: SUV | Estacao: 0 | Funcionario: 3 | Pos_Esteira_Fabrica: 25 | Loja: 2 | Pos_Esteira_Loja: 7
Veiculo ID: 195 | Cor: Azul | Tipo: SUV | Estacao: 0 | Funcionario: 3 | Pos_Esteira_Fabrica: 34 | Loja: 2 | Pos_Esteira_Loja: 8
Veiculo ID: 199 | Cor: Vermelho | Tipo: SUV | Estacao: 1 | Funcionario: 2 | Pos_Esteira_Fabrica: 38 | Loja: 2 | Pos_Esteira_Loja: 9
Veiculo ID: 200 | Cor: Verde | Tipo: SEDAN | Estacao: 0 | Funcionario: 0 | Pos_Esteira_Fabrica: 39 | Loja: 2 | Pos_Esteira_Loja: 10
Veiculo ID: 201 | Cor: Azul | Tipo: SEDAN | Estacao: 0 | Funcionario: 3 | Pos_Esteira_Fabrica: 0 | Loja: 2 | Pos_Esteira_Loja: 11
Veiculo ID: 204 | Cor: Azul | Tipo: SEDAN | Estacao: 0 | Funcionario: 2 | Pos_Esteira_Fabrica: 3 | Loja: 2 | Pos_Esteira_Loja: 12
Veiculo ID: 205 | Cor: Vermelho | Tipo: SEDAN | Estacao: 1 | Funcionario: 4 | Pos_Esteira_Fabrica: 4 | Loja: 2 | Pos_Esteira_Loja: 13
